Pointer #,Speaker,Japanese
292,Niena,次のことが書かれていた。[WHITE]
292,Niena,つの結晶の調査も、もうすぐ終わるはずだ。
292,Niena,しかし、調べれば調べるほど、どうやら結晶とは
292,Niena,ケフィンにいたる鍵と少し異なるようだ。もっと
292,Niena,別の意味が隠されているような気がしてならない。
292,Niena,幻の都が生み出した、そんな不確かな古代錬金術の産物
292,Niena,を、はたしてあのドーマンに渡していいものなのか、
292,Niena,そのことも心にひっかかるのだが
292,Niena,。
292,Niena,いや。今はそれよりも幻の都を見つけ出すことが
292,Niena,大切なのだ。ニーナのためにも。
292,Niena,ニーナのあの背中の痕。
292,Niena,私の考えがまちがっていなければ、ニーナの失われた
292,Niena,記憶はケフィンとなんらかの関係があるはずだ。
292,Niena,幻の都の謎を解くことは、
292,Niena,必ずニーナの記憶を取り戻すことにつながると、
292,Niena,私は信じる。
292,Niena,ときどき、ニーナは私のことを「スタン」と名前で呼ぶ
292,Niena,ことがある。
292,Niena,やはり、自分の過去を気にしているのだろう。
292,Niena,私の本当の娘ではないという過去を
292,Niena,。
292,Niena,明日、[GREEN]ラムゼンにある図書館[WHITE]へ向かう。そこで調べ物を
292,Niena,すませて、そのまま砂漠のほうへ向かうつもりだ。
292,Niena,幻の都への道は近い。あともう少しだ。しかし、そこに
292,Niena,果たして何が待っているのだろうか
292,Niena,どうか、娘に本当のことを教えてあげたい。
292,Niena,たとえ、それによってどんな未来が待っていようとも。
292,Niena,。
293,Niena,日記には、何か手がかりがありましたか
293,Niena,[BLUE]アドルは、スタンがラムゼンの図書館に向かっていた
293,Niena,ことを教えた。[WHITE]
293,Niena,ラムゼンの図書館ですか。では、そこに父さんの
293,Niena,手がかりがあるかもしれないんですね。
293,Niena,アドルさん。お願いがあるんです。
293,Niena,これからの旅、
293,Niena,この[YELLOW]オカリナ[WHITE]を一緒に持っていってほしいんです。
293,Niena,父さんは結晶を探していました。
293,Niena,同じものを探すアドルさんなら、いつか父さんと
293,Niena,会える時がくるんじゃないかと思うんです。
293,Niena,このオカリナは、わたしにとってお守りみたいなもの
293,Niena,なんです。
293,Niena,ネード洞窟でも、わたしが無事だったのは、
293,Niena,このオカリナが守ってくれたんだって信じています。
293,Niena,わたしとアドルさんを引き合わせてくれたのも、
293,Niena,きっとオカリナのおかげです。
293,Niena,だから、ぜひアドルさんに持っていて欲しいんです。
293,Niena,ありがとうございます。アドルさん。
293,Niena,すみません、子供みたいなことを頼んでしまって。
293,Niena,では、アドルさん。お仕事のほう、
293,Niena,がんばってください。
294,Niena,[YELLOW]父さんの日記[WHITE]ですか
294,Niena,もう一度ご覧になるんですね。
294,Niena,さあ、どうぞこちらへ。
295,Niena,どうぞ、父の日記です。
295,Niena,[BLUE]アドルは、ニーナから日記を受け取った。[WHITE]
295,Niena,つの結晶の調査も、もうすぐ終わるはずだ。
295,Niena,しかし、調べれば調べるほど、どうやら結晶とは
295,Niena,ケフィンにいたる鍵と少し異なるようだ。もっと
295,Niena,別の意味が隠されているような気がしてならない。
295,Niena,幻の都が生み出した、そんな不確かな古代錬金術の産物
295,Niena,を、はたしてあのドーマンに渡していいものなのか、
295,Niena,そのことも心にひっかかるのだが
295,Niena,。
295,Niena,いや。今はそれよりも幻の都を見つけ出すことが
295,Niena,大切なのだ。ニーナのためにも。
295,Niena,ニーナのあの背中の痕。
295,Niena,私の考えがまちがっていなければ、ニーナの失われた
295,Niena,記憶はケフィンとなんらかの関係があるはずだ。
295,Niena,幻の都の謎を解くことは、
295,Niena,必ずニーナの記憶を取り戻すことにつながると、
295,Niena,私は信じる。
295,Niena,ときどき、ニーナは私のことを「スタン」と名前で呼ぶ
295,Niena,ことがある。
295,Niena,やはり、自分の過去を気にしているのだろう。
295,Niena,私の本当の娘ではないという過去を
295,Niena,。
295,Niena,明日、[GREEN]ラムゼンにある図書館[WHITE]へ向かう。そこで調べ物を
295,Niena,すませて、そのまま砂漠のほうへ向かうつもりだ。
295,Niena,幻の都への道は近い。あともう少しだ。しかし、そこに
295,Niena,果たして何が待っているのだろうか
295,Niena,どうか、娘に本当のことを教えてあげたい。
295,Niena,たとえ、それによってどんな未来が待っていようとも。
295,Niena,。
295,Niena,日記には、何か手がかりがありましたか
295,Niena,では、アドルさん。お仕事のほう、
295,Niena,がんばってください。
297,Niena,いらっしゃいませ。
297,Niena,記録しますか
297,Niena,はい
297,Niena,いいえ
298,Niena,ありがとうございました。
299,Niena,ありがとうございました。
301,Niena,あーーー
301,Niena,お兄さん、冒険者
301,Niena,ねぇねぇ、お話を聞かせて
301,Niena,どんなダンジョンに行ったの
301,Niena,ドラゴンと戦った
301,Niena,ダメよ、冒険者のお兄さんを困らせちゃ。
301,Niena,ちぇー
301,Niena,。
302,Niena,冒険かぁ
302,Niena,僕もしたいな
302,Niena,。
304,Niena,冒険者って、儲かるの
304,Niena,やっぱり、収入の安定した仕事のほうが
304,Niena,いいと思うけどなぁ。
304,Niena,これ
304,Niena,失礼なことを聞いちゃダメよ
304,Niena,えぇ
304,Niena,。
305,Niena,やっぱり、お金持ちと結婚したいわ。
307,Niena,この北アフロカでは、
307,Niena,錬金術っていう魔法が信じられているの。
307,Niena,言い伝えだと、
307,Niena,昔栄えた幻の王国がこの錬金術を使って、
307,Niena,北アフロカの国すべてを征服したそうよ。
308,Niena,でも、そんな力を持っていながら、
308,Niena,何でその王国は滅んでしまったのかしら
310,Niena,道具屋によく出入りしている
310,Niena,きれいな女の人が、錬金術や昔の伝承にくわしいよ。
310,Niena,たしか、森の奥の小屋に、
310,Niena,ひとりで住んでいるっていってたかな。
310,Niena,酒場に出入りしている商人が、
310,Niena,よく薬の調合を頼んでいるって話だ。
311,Niena,そういえば、あの女の人、
311,Niena,最近は見ないなぁ
311,Niena,。
313,Niena,錬金術
313,Niena,私は信じていないわ。
313,Niena,ほとんどの人は信じているけど
313,Niena,。
313,Niena,でも、仕方がないわよ。この北アフロカは貧しい土地
313,Niena,だもの。たとえ、ただの言い伝えでも何かに
313,Niena,すがりたくなる気持ちはわかるわ。
314,Niena,だいたい、そんな力があるのなら、
314,Niena,砂漠が大きくなるのだって止めてるはずでしょ
316,Niena,ドーマン様のお屋敷は、
316,Niena,ホント広くてお掃除が大変よ。
316,Niena,数人で手分けして、
316,Niena,お屋敷全部の部屋や廊下を終わらしても、
316,Niena,また明日には始めから掃除だよ。
316,Niena,そんな毎日、お掃除しなくてもいいのにねぇ。
317,Niena,て、今日はどこから
317,Niena,掃除を始めるとするかね。
319,Niena,誰がこんなに背の高い銅像を造ったのよ
319,Niena,上のほうを磨くのが大変じゃない
319,Niena,。
319,Niena,えい
319,Niena,えい
319,Niena,えい
319,Niena,あ、あらやだ
319,Niena,ぞ、ぞうきん投げるなんて横着、
319,Niena,してませんですことよ
319,Niena,おほほほほほほほほ
319,Niena,執事さんには、内緒ですよ
319,Niena,アニスさんは、来月減給と
319,Niena,。
320,Niena,きゃたつでも持ってこないと
320,Niena,ダメかしら
320,Niena,。
322,Niena,お屋敷内で、用の無い部屋を
322,Niena,あまりウロウロするなよ
322,Niena,少しでも怪しいところがあったら、
322,Niena,そく捕らえてやるからな
323,Niena,ドーマン様に無礼の無いように
325,Niena,ステンドグラスを磨くのはいいけど、
325,Niena,外からの光が強すぎて
325,Niena,。
325,Niena,あなた、サングラス持ってないかしら
326,Niena,まぶしくて、磨き終わったんだかわからないわ
328,Niena,長旅、お疲れ様でした。
328,Niena,次の出航まで、船には乗れませんよ。
329,Niena,次の出航まで、船には乗れませんよ。
331,Niena,こうやって、陸に上がるとホッとするよ。
331,Niena,海上では、
331,Niena,ちょっとしたミスが死に繋がるからな。
332,Niena,さて、俺らはもう一仕事だ。
332,Niena,積んで来た荷物降ろしがあるんだよ。
334,Niena,この荷物は、次の船にのせて
334,Niena,。
334,Niena,毎日、多くの荷物が行き来するから、
334,Niena,管理するのも大変だよ。
335,Niena,この荷物は、どこへ運ぶんだったかな
335,Niena,。
337,Niena,むむむ
337,Niena,。
337,Niena,もう少しまけられぬか
337,Niena,これを手に入れるのは、
337,Niena,結構手間がかかりまして
337,Niena,、
337,Niena,これぐらいは頂かないと。
337,Niena,さすがにこれ以上は出せんな
337,Niena,。
338,Niena,そこの、赤毛のお兄さん。
338,Niena,この宝石を買わないかい
338,Niena,これほど珍しい宝石は、
338,Niena,そうそう手に入れることはできませんよ
340,Niena,むむむ
340,Niena,。
340,Niena,もう少しまけられぬか
340,Niena,これを手に入れるのは、
340,Niena,結構手間がかかりまして
340,Niena,、
340,Niena,これぐらいは頂かないと。
340,Niena,さすがにこれ以上は出せんな
340,Niena,。
341,Niena,ううむ
341,Niena,。
341,Niena,少々高すぎる気がするが、
341,Niena,だが、しかし
341,Niena,。
347,Niena,よし、ヒットォ
347,Niena,きた、きた、きた、きたぁぁぁ
347,Niena,あれだ、サンドリアの海を掃除してるんだよ、
347,Niena,おじさんは
347,Niena,。
348,Niena,うぅ
348,Niena,、適当な理由つけて
348,Niena,仕事を休んで釣りに来たのに、
348,Niena,朝から全然かからない
348,Niena,。
348,Niena,何処か、良いポイント知らないか
349,Niena,あんた、冒険者だな
349,Niena,険者なら釣りぐらい
349,Niena,やったことが有るだろう。
349,Niena,どうだ、釣りで勝負でもしないか
349,Niena,俺に勝ったら、
349,Niena,良い物をやるぞ。
349,Niena,勝負しますか
349,Niena,はい
349,Niena,いいえ
350,Niena,よし、じゃあはじめようか。
350,Niena,[BLUE]
350,Niena,。
350,Niena,[WHITE]
350,Niena,[BLUE]何かかかったようだ
350,Niena,[WHITE]
350,Niena,[BLUE]左に引っ張られています。[WHITE]
350,Niena,右に引く
350,Niena,上にあげる
351,Niena,[BLUE]右に引っ張られています。[WHITE]
351,Niena,ゆるめる
351,Niena,左に引く
352,Niena,[BLUE]強く引っ張られています。[WHITE]
352,Niena,右に引く
352,Niena,ゆるめる
353,Niena,[BLUE]引っ張りが緩みました。[WHITE]
353,Niena,上にあげる
353,Niena,ゆるめる
354,Niena,[BLUE]大物を釣り上げた
354,Niena,[WHITE]
354,Niena,ずいぶん大きいのを釣り上げたな。
354,Niena,こりゃー、あんたの勝ちだな。
354,Niena,約束だしな、これをやるよ。
354,Niena,この前、森で拾ったものだけどな。
355,Niena,この前は不覚を取ったが、
355,Niena,次は負けないぞ
356,Niena,[BLUE]糸が切れてしまった
356,Niena,。[WHITE]
356,Niena,ははは、残念だったな。
356,Niena,この勝負は俺の勝ちだ
357,Niena,ははは、釣りで俺には勝てないだろうし、
357,Niena,賢明な判断だな。
358,Niena,このサンドリアで、
358,Niena,俺に勝てる釣り師はいないんだぜ。
359,Niena,いらっしゃいませ。
359,Niena,ありがとうございました。
359,Niena,ありがとうございました。
361,Niena,今日もいい天気じゃのう。
361,Niena,天気のいい日は、
361,Niena,孫といっしょに海を見に行くのが
361,Niena,日課なんじゃ。
362,Niena,孫も、海を見るのを
362,Niena,毎日楽しみにしておるよ。
364,Niena,じっちゃん、もう帰ろうよぉ
364,Niena,。
364,Niena,帰ろう
364,Niena,帰ろう
364,Niena,帰ろう
364,Niena,これこれ、そんなにはしゃぐでないぞ。
365,Niena,毎日、毎日、もう飽きたよぉ
365,Niena,。
368,Niena,おや
368,Niena,きみのその剣にはめてあるのは、
368,Niena,まさか錬石じゃないかい
368,Niena,と、そんなわけないか。
368,Niena,錬金術の奇跡、錬石を持っている人が
368,Niena,こんなところにいるわけないもんね。
369,Niena,やあ、旅人かい。
369,Niena,こんな貧しい土地にわざわざくるなんて
369,Niena,物好きだな。
370,Niena,ん
370,Niena,その赤毛。もしかして、あんたアドルって名前じゃないかな
370,Niena,おお、やっぱりそうか。赤毛の人にあったら渡してくれなんて、大ざっぱな配達依頼だから、どうなることかと思ってたんだが。
370,Niena,俺は北アフロカの配達人でね。
370,Niena,東のほうの町で、たまたま大きな男と出会ってね。手紙の配達を頼まれたんだ。
370,Niena,はい、これ。
370,Niena,代金は男からもらっているから
370,Niena,いらないよ。
371,Niena,ん
371,Niena,その赤毛。もしかして、あんたアドルって名前じゃないかな
371,Niena,おお、やっぱりそうか。赤毛の人にあったら渡してくれなんて、大ざっぱな配達依頼だから、どうなることかと思ってたんだが。
371,Niena,俺は北アフロカの配達人でね。
371,Niena,東のほうの町で、たまたま大きな男と出会ってね。手紙の配達を頼まれたんだ。
371,Niena,はい、これ。
371,Niena,代金は男からもらっているから
371,Niena,いらないよ。
372,Niena,ん
372,Niena,その赤毛。もしかして、あんたアドルって名前じゃないかな
372,Niena,おお、やっぱりそうか。赤毛の人にあったら渡してくれなんて、大ざっぱな配達依頼だから、どうなることかと思ってたんだが。
372,Niena,俺は北アフロカの配達人でね。
372,Niena,東のほうの町で、たまたま大きな男と出会ってね。手紙の配達を頼まれたんだ。
372,Niena,はい、これ。
372,Niena,代金は男からもらっているから
372,Niena,いらないよ。
380,Niena,シルフィードの羽を使いますか
380,Niena,使わない
380,Niena,使う
383,Niena,ワープポイントモノリスについて
383,Niena,ワープポイントモノリスは
383,Niena,『シルフィードの羽』を触れさせる
383,Niena,ことによって力を発揮し、
383,Niena,マーシャの家まで
383,Niena,一瞬でワープすることができます。
383,Niena,マーシャの家への一方通行に
383,Niena,なっているのでご注意ください。
383,Niena,シルフィードの羽を使いますか
383,Niena,使わない
383,Niena,使う
384,Niena,[BLUE]穏やかな光を湛えた石碑だ。[WHITE]
1,Niena,やあアドルさん。
1,Niena,もう着いてたんですか。
1,Niena,私はドーマン様より、フォレスタ村で
1,Niena,アドルさんをサポートするように言いつけられまして、
1,Niena,ここでお待ちさせていただいたのです。
2,Niena,それで、ドーマン様よりアドルさんにと
2,Niena,贈り物を預かっております。
2,Niena,確かにお渡ししましたよ。
2,Niena,ドーマン様からの贈り物、
2,Niena,有効に使ってください。
2,Niena,[GREEN]ネード洞窟[WHITE]はこの村の奥にあります。
2,Niena,気をつけていってくださいね。
3,Niena,それで、ドーマン様よりアドルさんにと
3,Niena,贈り物を預かっております。
3,Niena,ネード洞窟は水の力に満ちた場所、
3,Niena,水の力を打ち消すこの[YELLOW]風の錬石[WHITE]は
3,Niena,必ず役に立つだろうとのことです。
3,Niena,[BLUE]錬石「エアカッター」を受け取った
3,Niena,[WHITE]
3,Niena,確かにお渡ししましたよ。
3,Niena,ドーマン様からの贈り物、
3,Niena,有効に使ってください。
3,Niena,[GREEN]ネード洞窟[WHITE]はこの村の奥にあります。
3,Niena,気をつけていってくださいね。
6,Niena,おいおい、女の人を放って帰る気かい
6,Niena,早く女の人をさがしに行こうぜ。
7,Niena,あ、アドルさん。
7,Niena,結晶の情報は無事に手に入れられましたか
7,Niena,私は主人ドーマンよりアドルさんの
7,Niena,調査が進むまで見届けろと命令されて
7,Niena,おりまして
7,Niena,ええ。
7,Niena,[GREEN]ネード洞窟[WHITE]はこの村の奥にあります。
7,Niena,気をつけていってくださいね。
8,Niena,おお、アドルさん。
8,Niena,みごと結晶を手に入れられたんですか
8,Niena,[BLUE]アドルは結晶が盗まれたことを伝えた。[WHITE]
8,Niena,そうですか。それは困りましたね。
8,Niena,ちと私の口からは報告しづらいですし
8,Niena,。
8,Niena,しかたがない。アドルさん。
8,Niena,このままサンドリアに戻って、ドーマン様に
8,Niena,ご自分の口でご報告ください。
8,Niena,どうぞ、お願いしますよ。
9,Niena,おいっ
9,Niena,しっかりしろっ
9,Niena,[GREEN]ネード洞窟[WHITE]の中には
9,Niena,ニーナが、まだいる
9,Niena,。
9,Niena,奥のほうにいったところで、
9,Niena,おかしな仕掛けがあって
9,Niena,。
9,Niena,それ以上先へは、誰かがスイッチを押しつづけていないと
9,Niena,いけないように作られた仕掛けだ。
9,Niena,俺は引き返そうといったのだけど、
9,Niena,彼女はどうしても先へ行くといって聞かなくて。
9,Niena,俺にここで待っていてくれ。
9,Niena,すぐに戻るというから、ひとりでいかせたんだが
9,Niena,。
9,Niena,待っているあいだに、
9,Niena,俺のほうが洞窟の魔物に襲われてしまって
9,Niena,なんとか逃げてきたんだが。
9,Niena,それまで
9,Niena,なんともなかったのに、
9,Niena,いきなり魔物がたくさん出てきた
9,Niena,。
9,Niena,このままじゃニーナもあぶない
9,Niena,だれかお願いだ。彼女を助け出してやってくれ
9,Niena,こりゃ大変だ
9,Niena,中にいる女の子を、
9,Niena,はやく助けにいかないと大変なことになる
9,Niena,かといって、そんな魔物だらけの洞窟、
9,Niena,オレたちじゃ奥までたどりつけないぞ。
9,Niena,きみっ
9,Niena,　その身なり
9,Niena,、冒険家なんだろ
9,Niena,中にいる女の子を助けに行ってくれないか
9,Niena,おいらが行くよ
9,Niena,なにを言ってるんだ
9,Niena,おまえは、まだ子どもだ。ケガをしたらどうするんだ。
9,Niena,みんな、いくじなしだよ
9,Niena,中には女の人がひとりでいるんだぜ。
9,Niena,早く助けにいかなきゃ
9,Niena,ここは、やはりその旅人に
9,Niena,行ってもらうのがよかろう。
9,Niena,洞窟の中を進むには、
9,Niena,剣の心得があるものでないと無理じゃ。
9,Niena,赤毛の旅人よ。
9,Niena,洞窟の中の娘さんを助けてはくださらぬか
9,Niena,引き受けますか
9,Niena,はい
9,Niena,いいえ
10,Niena,みそこなったよ。
10,Niena,それでも冒険家かい。
10,Niena,旅人よ、あなただけが頼りなのだ。
10,Niena,行ってはくださらぬか
10,Niena,引き受けますか
10,Niena,はい
10,Niena,いいえ
11,Niena,さすがだね。
11,Niena,やっぱり冒険家だったらそうこなくっちゃ
11,Niena,いってくださるか。旅人どの。
11,Niena,ではウイリーや。おまえでも案内ぐらいはできるじゃろう。
11,Niena,旅人どのを案内してさしあげなさい。
11,Niena,わかったよ。おいら、ウイリーっていうんだ。
11,Niena,兄ちゃんの名前はなんて言うんだい
11,Niena,[BLUE]アドルは自分の名前を名乗った。[WHITE]
11,Niena,へー、アドルって言うのか、
11,Niena,かっこいい名前だね。
11,Niena,さあ、それじゃ急ごうぜ。
11,Niena,なーに、中にいる女の人なんてすぐに助けられるさ。
12,Niena,さ、はりきって女の人を探しにいこうぜ
12,Niena,といきたいところだけど、
12,Niena,冒険者たるもの準備は万全じゃないとね
12,Niena,なにか必要なものがあるなら、
12,Niena,いったん村に戻るのもありだよ。
17,Niena,さ、はりきって女の人を探しにいこうぜ
18,Niena,この洞窟にいるネズミはすばしっこい上に
18,Niena,どうやら毒をもってるみたいなんだ。
18,Niena,おいらは何度か噛まれたことあるから
18,Niena,もう、毒なんかへっちゃらだけど、
18,Niena,アドルは気をつけたほうがいいぜ。
19,Niena,たま
19,Niena,に、光ってる火の玉みたいのが
19,Niena,いると思うけど、あいつには気をつけなよ。
19,Niena,あいつ、さわるといきなり爆発して
19,Niena,すごくビリビリしびれるぜ。
20,Niena,確かこの先に宝箱か何かがあったような
20,Niena,。
20,Niena,ねずみが多くておいらは近づけなかったけど
20,Niena,アドルならいけるかもね。
21,Niena,あのスイッチ、前から気にはなってたんだけど
21,Niena,まだ押したことはないんだよね。
21,Niena,なぜって
21,Niena,　そ、そりゃあ、まあ
21,Niena,いくら冒険家のウイリー様でも、勇気と無謀を
21,Niena,間違えたりしないからさ、きっと
22,Niena,おいらにここにのっかれって
22,Niena,それぐらいお安いご用だけど
22,Niena,。
22,Niena,ははーん、これに乗ってる間は壁が開くんだね。
22,Niena,やるじゃんか。
22,Niena,オーケー。おいら、ここで待っててやるよ。
22,Niena,早く女の人をさがしてきなよ。
23,Niena,早く女の人をさがしてきなよ。
24,Niena,おいおい、忘れ物かい
24,Niena,待ってるから、早く戻ってきてくれよな
24,Niena,な、な、なんだよ
24,Niena,別に一人になるのが怖いんじゃないからな
24,Niena,お、やっと帰ってきたね。
24,Niena,さ、早く女の人を探してきなよ。
25,Niena,[BLUE]アドルは落ちているものを拾った。[WHITE]
26,Niena,[BLUE]奥の方になにかが見える
26,Niena,。[WHITE]
30,Niena,あ、女の人も意識を取り戻したみたいだ
30,Niena,もう大丈夫だぜ。
30,Niena,おいらたち、きみを助けに来たんだよ。
30,Niena,あれ
30,Niena,おいら、きみのこと知ってるよ
30,Niena,冒険家のスタンと暮らしてたニーナだろ。
30,Niena,スタンのことなら、なんでも知ってんだ。
30,Niena,おいら、スタンのこと
30,Niena,すっごくソンケーしてるんだ。
30,Niena,そうですか。
30,Niena,どうもありがとう。
30,Niena,へへ。いろいろスタンのことを聞きたいけど、
30,Niena,村の人たちも心配してるぜ。
30,Niena,また何かおきる前にはやく外へ出ようよ。
30,Niena,すいませんでした
30,Niena,。
30,Niena,気にするなって
30,Niena,へへっ
30,Niena,。
30,Niena,あの、わたし
30,Niena,行方不明になった父さんを
30,Niena,さがす手がかりが欲しくて
30,Niena,。
30,Niena,それで、結晶のある場所へいけば何かわかるかも
30,Niena,しれないと思って、ここへ来たんです。
30,Niena,仕掛けを動かすために案内の人とわかれて
30,Niena,進んでいたんですけど、そこのスイッチに
30,Niena,触ったら突然魔物が現れて
30,Niena,。
30,Niena,そういえば、いっしょに来た
30,Niena,ロポラさんは
30,Niena,ああ、その人なら大丈夫さ。
30,Niena,ちょっとケガしてたけど、
30,Niena,いまは、村の人が見てるからね。
30,Niena,そうですか。よかった。
30,Niena,申し遅れました。
30,Niena,わたし、
30,Niena,ニーナ[WHITE]といいます。
30,Niena,おいらはウイリー。
30,Niena,こっちは旅の冒険家でアドルっていうんだ。
30,Niena,よろしくな。
30,Niena,さあ、くわしい自己紹介は後にして、
30,Niena,村の人たちも心配してると思うから、
30,Niena,まずは村に帰ろうよ。
30,Niena,あれ
30,Niena,おいらが離れても、
30,Niena,壁が開いたままになってる。
30,Niena,そうか。この奥で何かしたんだね
30,Niena,やるじゃんか
30,Niena,これでまたここに戻っても大丈夫だね。
30,Niena,さあ、急いで帰ろう。
31,Niena,おいら、ニーナを宿屋まで連れて行ってくるよ。
31,Niena,旅人どの、あなたさまのおかげで、
31,Niena,女の子もウイリーも無事に戻ってくれました。
31,Niena,感謝しますぞ。
31,Niena,いまは大事をとって休ませてありますが、
31,Niena,女の子も案内人の方も、
31,Niena,ケガのほうは大したものではないようです。
31,Niena,宿屋で休んでいるはずですから
31,Niena,一度様子を見に行ってあげてください。
31,Niena,本人も喜ぶでしょう。
33,Niena,もしサンドリアに行くことになったのなら、
33,Niena,ぜひ私の家によってみてください。
34,Niena,アドルさん
34,Niena,ネード洞窟では、助けてくださって
34,Niena,本当にありがとうございました。
34,Niena,アドルさんは、ドーマンさんに
34,Niena,頼まれて幻の都を探しに行かれるそうですね。
34,Niena,わたしの父さんも、
34,Niena,幻の都、ケフィンを探す冒険家でした。
34,Niena,でも
34,Niena,結晶を探す旅に出たまま、
34,Niena,なんのたよりもなく
34,Niena,もう
34,Niena,年になります。
34,Niena,わたし
34,Niena,。
34,Niena,父さんに
34,Niena,冒険家のスタンさんに、
34,Niena,砂漠で助けられたんです。
34,Niena,年も前のことです。
34,Niena,わたしはそれまでの記憶も失っていて、
34,Niena,身よりもありませんでした。
34,Niena,父さんは
34,Niena,そんなわたしを、実の娘として
34,Niena,一緒に暮らしてくれて、わたしも、
34,Niena,父さんは父さんしかいないと思って
34,Niena,。
34,Niena,ごめんなさい。
34,Niena,こんな話をしてしまって。
34,Niena,わたし、父さんが生きているって、
34,Niena,今でも信じています。
34,Niena,だから、父さんが幻の都の手がかりだって
34,Niena,言っていた結晶を探せば、
34,Niena,何か手がかりが得られると思って
34,Niena,。
34,Niena,父さんの助手だったロポラさんに、お願いして、
34,Niena,あの洞窟に行ったんです。
34,Niena,アドルさん
34,Niena,　洞窟の奥に、
34,Niena,何か父さんの手がかりになるようなものは
34,Niena,ありませんでしたか
34,Niena,。
34,Niena,[BLUE]アドルは何も手がかりになるようなものは
34,Niena,なかったことを伝えた
34,Niena,。[WHITE]
34,Niena,そうですか
34,Niena,。
34,Niena,[BLUE]アドルはネード洞窟で見つけたオカリナを渡した。[WHITE]
34,Niena,これはわたしの[YELLOW]オカリナ[WHITE]
34,Niena,洞窟で魔物に襲われて逃げ出したときに
34,Niena,落としていたんですね。
34,Niena,わざわざ拾ってくださって、
34,Niena,本当にありがとうございます。
34,Niena,これは、わたしにとって、
34,Niena,とても大切なオカリナなんです
34,Niena,。
34,Niena,父さんの手がかりが見つからないことは
34,Niena,残念だったけど
34,Niena,。
34,Niena,こうして、オカリナも無事に戻ったし、
34,Niena,なによりアドルさんと出会えたんですもの。
34,Niena,悪いことばかりじゃないですよね
34,Niena,あ、そうだ。
34,Niena,アドルさんも幻の都を
34,Niena,探していらっしゃるのでしたよね。
34,Niena,いろいろ助けてくださった
34,Niena,お礼といってはなんですが
34,Niena,。
34,Niena,サンドリアのわたしの家に、[YELLOW]父さんの日記[WHITE]が
34,Niena,あるんです。もしかしたら、そこに何か
34,Niena,手がかりが書いてあるかもしれません。
34,Niena,もしサンドリアに行くことになったのなら、
34,Niena,ぜひ私の家によってみてください。
34,Niena,それに、アドルさんも幻の都を探す旅に
34,Niena,行かれるなら、いつか父さんに会うこともあるかも
34,Niena,しれませんから。
35,Niena,[BLUE]洞窟の調査より、まず先にニーナの様子を見に行こう
35,Niena,。[WHITE]
38,Niena,で、今さっきまで、
38,Niena,おいらはその洞窟にいたんだぜ。
38,Niena,へへ。もうちょっとで結晶が手に入るところだったんだ
38,Niena,けど
38,Niena,おしいことしたよ。女の人をつれて、
38,Niena,奥にはいけないもんな。
38,Niena,その結晶っていうのは、
38,Niena,ネード洞窟のどこらへんにあるのさ
38,Niena,そりゃ、洞窟の
38,Niena,番奥だろう。大切なものっていうの
38,Niena,は、そういうところに隠すって決まってるような
38,Niena,もんじゃないか。
38,Niena,あーあ。いまだったら、仕掛けの扉も開いているし、
38,Niena,カンタンに奥までいけるのになぁ。
38,Niena,ふーん
38,Niena,。
38,Niena,なぁなぁ、これからまたネード洞窟に戻って、
38,Niena,結晶をとってくるのかい
38,Niena,取りに行きますか
38,Niena,はい
38,Niena,いいえ
39,Niena,えー
39,Niena,まったくダメだなぁ
39,Niena,。
39,Niena,せっかくネード洞窟の仕掛けをといたのに。
39,Niena,何のんきなことをいってるのさ。
39,Niena,早く結晶をとりにいったほうがいいぜ。
39,Niena,誰かに先を越されちゃうぞ。
40,Dogi,そうか。うん、おいらもそのほうがいいと思うぜ。
40,Dogi,あの仕掛けで、いつまでも扉が開いているとは
40,Dogi,かぎらないもんな。
41,Dogi,そうだ
41,Dogi,おいら、この赤毛の冒険家と一緒に
41,Dogi,ネード洞窟へ入ったんだぜ。
41,Dogi,あれ
41,Dogi,どこにいったんだろう。
41,Dogi,さっき、おいらたちが洞窟にいっている間、
41,Dogi,村についたばかりだっていう旅人の女の子が
41,Dogi,話しかけてきてさぁ。
41,Dogi,やたら洞窟や結晶のことを知りたがってたから、
41,Dogi,あんたを紹介してやろうと思ったのに
41,Dogi,。
41,Dogi,どっかにいっちゃったみたいだ。
41,Dogi,ヘンな女の子だなぁ。
41,Dogi,へへ。けっこう可愛い子だったんだけどな。
46,Muhaba,へえ、これが結晶ってヤツかぁ。
46,Muhaba,悪いね、アドル。
46,Muhaba,洞窟の仕掛けをはずしてもらって、
46,Muhaba,おかげでカンタンにあんたの後をつけられたよ。
46,Muhaba,おまけに魔獣まで倒してくれたってわけだ。
46,Terra,何から何までごくろうさん。
46,Terra,だけど、結晶はこのイブール一家の
46,Terra,テラ様[WHITE]が
46,Terra,いただいていくよ。
46,Terra,じゃあね、お人よしのアドルさん
46,Terra,[BLUE]結晶を奪われた
46,Terra,[WHITE]
47,Terra,あ、いたいた
47,Terra,なあ、おいら、お願いがあるんだ。
47,Terra,これから、あんたのことを「兄き」って
47,Terra,よんでもいいだろ。
47,Terra,冒険家の先輩だし。ネード洞窟の中じゃ、
47,Terra,わりかしカッコよかったからね。
47,Terra,それと、ニーナのことだったら心配しなくていいよ。
47,Terra,村の人がサンドリアまでおくっていくってさ。
47,Terra,サンドリアに行ったら、
